Pixel_i,Pixel_j,SVI,PD
135.0,1230.0,0.8996999859809875,1.669826451689005e-05
135.0,1235.0,0.8996999859809875,2.857912659237627e-05
135.0,1240.0,0.8996999859809875,0.0008026058785617352
135.0,1245.0,0.8996999859809875,4.5940223571960814e-06
135.0,1250.0,0.8996999859809875,1.0473879228811711e-05
135.0,1255.0,0.8996999859809875,4.7769849516043905e-06
135.0,1260.0,0.8996999859809875,3.0737828637938946e-05
135.0,1265.0,0.8996999859809875,5.051961579738418e-06
135.0,1270.0,0.8996999859809875,2.627256981213577e-05
135.0,1275.0,0.8996999859809875,4.420738150656689e-06
135.0,1280.0,0.8996999859809875,5.785422763437964e-05
135.0,1285.0,0.8996999859809875,4.65686298412038e-06
135.0,1290.0,0.8996999859809875,5.440560471470235e-06
135.0,1295.0,0.8996999859809875,5.336172307579545e-06
135.0,1300.0,0.8996999859809875,0.002151326509192586
135.0,1305.0,0.8996999859809875,5.581644472840708e-06
135.0,1310.0,0.8996999859809875,7.746796654828358e-06
135.0,1315.0,0.8996999859809875,0.00015311961760744452
135.0,1320.0,0.8996999859809875,0.00012130968389101326
135.0,1325.0,0.8996999859809875,7.422922863042913e-06
135.0,1330.0,0.8996999859809875,5.315871931088623e-06
135.0,1335.0,0.8996999859809875,1.7349868357996456e-05
135.0,1340.0,0.8996999859809875,5.0118246690544765e-06
135.0,1345.0,0.8996999859809875,1.585712561791297e-05
135.0,1350.0,0.8996999859809875,6.104214116930962e-05
135.0,1355.0,0.8996999859809875,7.920980351627804e-06
135.0,1360.0,0.8996999859809875,0.00010309193021384999
135.0,1365.0,0.8996999859809875,0.0003655328182503581
135.0,1370.0,0.8996999859809875,0.0003184261731803417
135.0,1375.0,0.8996999859809875,0.00024195198784582317
135.0,1380.0,0.8996999859809875,1.7098482203437015e-05
135.0,1385.0,0.8996999859809875,4.808945504919393e-06
135.0,1390.0,0.8996999859809875,9.108389349421486e-06
135.0,1395.0,0.8996999859809875,6.748959094693419e-06
135.0,1400.0,0.8996999859809875,8.482082193950191e-06
135.0,1405.0,0.8996999859809875,0.00019754628010559827
135.0,1410.0,0.8996999859809875,1.59019255079329e-05
135.0,1415.0,0.8996999859809875,4.144303238717839e-05
135.0,1420.0,0.8996999859809875,0.0003863345191348344
135.0,1425.0,0.8996999859809875,1.1782689398387447e-05
135.0,1430.0,0.8996999859809875,4.829726822208613e-05
135.0,1435.0,0.8996999859809875,6.168863910716027e-05
135.0,1440.0,0.8996999859809875,3.643972740974277e-05
135.0,1445.0,0.8996999859809875,6.082008985686116e-05
135.0,1450.0,0.8996999859809875,2.319527993677184e-05
135.0,1455.0,0.8996999859809875,5.494248034665361e-05
135.0,1460.0,0.8996999859809875,5.596223127213307e-05
135.0,1465.0,0.8996999859809875,1.4853936590952799e-05
135.0,1470.0,0.8996999859809875,0.00010497396579012275
135.0,1475.0,0.8996999859809875,4.746942067868076e-05
135.0,1480.0,0.8996999859809875,3.619519338826649e-05
140.0,1215.0,0.8996999859809875,0.0006365308072417974
140.0,1220.0,0.8996999859809875,0.00022147409617900848
140.0,1225.0,0.8996999859809875,0.0008134956005960703
140.0,1230.0,0.8996999859809875,0.0001525967090856284
140.0,1235.0,0.8996999859809875,0.0003188035625498742
140.0,1240.0,0.8996999859809875,5.785088887932943e-06
140.0,1245.0,0.8996999859809875,1.0001639566326048e-05
140.0,1250.0,0.8996999859809875,0.00034952102578245103
140.0,1255.0,0.8996999859809875,0.003985117189586163
140.0,1260.0,0.8996999859809875,0.0003512582916300744
140.0,1265.0,0.8996999859809875,0.00011336937313899398
140.0,1270.0,0.8996999859809875,0.00046441395534202456
140.0,1275.0,0.8996999859809875,0.0020568538457155228
140.0,1280.0,0.8996999859809875,0.0011708175297826529
145.0,1215.0,0.8996999859809875,0.00012166769738541916
145.0,1220.0,0.8996999859809875,1.0259589544148184e-05
145.0,1225.0,0.8996999859809875,0.0006459657452069223
145.0,1230.0,0.8996999859809875,0.0009003454470075667
145.0,1235.0,0.8996999859809875,0.001217851066030562
145.0,1240.0,0.8996999859809875,2.3721655452391133e-05
145.0,1245.0,0.8996999859809875,0.0003685078991111368
145.0,1250.0,0.8996999859809875,5.629123734252062e-06
145.0,1255.0,0.8996999859809875,0.0005223157932050526
145.0,1260.0,0.8996999859809875,0.0008956317906267941
145.0,1265.0,0.8996999859809875,7.407930388581008e-05
145.0,1270.0,0.8996999859809875,1.6216630683629774e-05
145.0,1275.0,0.8996999859809875,7.318917141674319e-06
145.0,1280.0,0.8996999859809875,6.724046397721395e-05
150.0,610.0,0.9513999819755554,0.016255030408501625
150.0,1215.0,0.8996999859809875,0.00016029342077672482
150.0,1220.0,0.8996999859809875,3.961392940254882e-05
150.0,1225.0,0.8996999859809875,0.0006952537805773318
150.0,1230.0,0.8996999859809875,7.939631359477062e-06
150.0,1235.0,0.8996999859809875,0.005078641697764397
150.0,1240.0,0.8996999859809875,1.299544055655133e-05
150.0,1245.0,0.8996999859809875,1.7631282389629632e-05
150.0,1250.0,0.8996999859809875,5.417713964561699e-06
150.0,1255.0,0.8996999859809875,3.8381396734621376e-05
150.0,1260.0,0.8996999859809875,0.0015093242982402444
150.0,1265.0,0.8996999859809875,6.823896546848118e-05
150.0,1270.0,0.8996999859809875,2.468134516675491e-05
150.0,1275.0,0.8996999859809875,8.399135367653798e-06
150.0,1280.0,0.8996999859809875,2.3788928956491873e-05
155.0,600.0,0.9513999819755554,0.14360781013965607
155.0,605.0,0.9513999819755554,1.486724853515625
155.0,1150.0,0.8996999859809875,2.1881631255382672e-05
155.0,1155.0,0.8996999859809875,8.67693597683683e-06
155.0,1160.0,0.8996999859809875,6.344763733068248e-06
155.0,1165.0,0.8996999859809875,6.266413492994616e-06
155.0,1170.0,0.8996999859809875,1.844863800215535e-05
155.0,1175.0,0.8996999859809875,7.34993272999418e-06
155.0,1180.0,0.8996999859809875,7.528327387262834e-06
155.0,1185.0,0.8996999859809875,2.709328691707924e-05
155.0,1215.0,0.8996999859809875,0.0018028011545538902
155.0,1220.0,0.8996999859809875,2.0606143152690493e-05
155.0,1225.0,0.8996999859809875,8.845038792060222e-06
155.0,1230.0,0.8996999859809875,5.9362620959291235e-05
155.0,1235.0,0.8996999859809875,0.00042518225382082164
155.0,1240.0,0.8996999859809875,0.0009934678673744202
155.0,1245.0,0.8996999859809875,0.0001767169451341033
155.0,1250.0,0.8996999859809875,0.001580005744472146
155.0,1255.0,0.8996999859809875,0.0022134650498628616
155.0,1260.0,0.8996999859809875,0.0016377532156184316
155.0,1265.0,0.8996999859809875,0.00045568979112431407
155.0,1270.0,0.8996999859809875,1.2380966836644802e-05
155.0,1275.0,0.8996999859809875,1.9556371626094915e-05
155.0,1280.0,0.8996999859809875,0.0022204811684787273
160.0,1130.0,0.8925999999046326,0.003237094497308135
160.0,1135.0,0.8925999999046326,0.00034306998713873327
160.0,1140.0,0.8925999999046326,1.79497819772223e-05
160.0,1145.0,0.8925999999046326,8.754086593398824e-05
160.0,1150.0,0.8925999999046326,3.977816959377378e-06
160.0,1155.0,0.8925999999046326,3.573544290702557e-06
160.0,1160.0,0.9071000218391418,0.00012658018385991454
160.0,1165.0,0.9071000218391418,1.1287309462204576e-05
160.0,1170.0,0.9071000218391418,3.269394437666051e-05
160.0,1175.0,0.9071000218391418,5.142627196619287e-05
160.0,1180.0,0.9071000218391418,6.905142072355375e-05
160.0,1185.0,0.9071000218391418,8.79170183907263e-05
160.0,1190.0,0.9071000218391418,0.004248700104653835
160.0,1195.0,0.9071000218391418,0.009006118401885033
160.0,1200.0,0.9071000218391418,0.017442455515265465
165.0,1135.0,0.8925999999046326,0.00015827058814466
165.0,1140.0,0.8925999999046326,0.00020344051881693304
165.0,1145.0,0.8925999999046326,8.954521035775542e-06
165.0,1150.0,0.8925999999046326,0.00018321635434404016
165.0,1155.0,0.8925999999046326,6.283706170506775e-05
165.0,1160.0,0.8925999999046326,4.188660568615887e-06
165.0,1165.0,0.8925999999046326,3.143679577988223e-06
165.0,1170.0,0.8925999999046326,3.6314827411843e-06
165.0,1175.0,0.8925999999046326,2.3459821022697724e-05
165.0,1180.0,0.8925999999046326,8.201945092878304e-06
165.0,1185.0,0.8925999999046326,5.76880993321538e-05
165.0,1190.0,0.8925999999046326,0.032935746014118195
165.0,1195.0,0.9071000218391418,0.000132072702399455
165.0,1200.0,0.9071000218391418,2.9971124604344368e-05
165.0,1205.0,0.9071000218391418,0.00022517621982842684
165.0,1210.0,0.9071000218391418,0.004413067828863859
165.0,1215.0,0.9071000218391418,0.00048577628331258893
170.0,600.0,0.9513999819755554,4.052064418792725
170.0,675.0,0.9513999819755554,3.081177419517189e-05
170.0,680.0,0.9513999819755554,2.997207047883421e-06
170.0,695.0,0.9513999819755554,1.228418227583461e-06
170.0,700.0,0.9513999819755554,9.564737410983071e-05
170.0,1060.0,0.8925999999046326,4.083499879925512e-05
170.0,1135.0,0.8925999999046326,0.000427723687607795
170.0,1140.0,0.8925999999046326,2.7117732315673493e-05
170.0,1145.0,0.8925999999046326,1.1990557140961755e-05
170.0,1150.0,0.8925999999046326,1.2117419828427956e-05
170.0,1155.0,0.8925999999046326,1.748334034346044e-05
170.0,1160.0,0.8925999999046326,2.6996272026735824e-06
170.0,1165.0,0.8925999999046326,0.00011680468014674261
170.0,1170.0,0.8925999999046326,2.692602038223413e-06
170.0,1175.0,0.8925999999046326,4.059579168824712e-06
170.0,1180.0,0.8925999999046326,3.685944466269575e-05
170.0,1185.0,0.9071000218391418,0.006817525718361139
170.0,1190.0,0.9071000218391418,0.002112136222422123
170.0,1195.0,0.9071000218391418,0.00022274763614404947
170.0,1200.0,0.9071000218391418,6.231036240933463e-05
170.0,1205.0,0.9071000218391418,0.00012732406321447343
170.0,1210.0,0.9071000218391418,0.0018504670588299632
170.0,1215.0,0.9071000218391418,0.0008802532101981342
175.0,655.0,0.9513999819755554,1.1604166729739518e-06
175.0,660.0,0.9513999819755554,3.2400653253716882e-06
175.0,665.0,0.9513999819755554,8.938191967899911e-06
175.0,670.0,0.9513999819755554,1.8414891655993415e-06
175.0,675.0,0.9513999819755554,2.5116744382103207e-06
175.0,680.0,0.9513999819755554,0.0010974169708788395
175.0,685.0,0.9513999819755554,6.5312901824654546e-06
175.0,690.0,0.9513999819755554,8.888546290108934e-05
175.0,695.0,0.9513999819755554,2.6508132577873766e-05
175.0,700.0,0.9513999819755554,8.491073822369799e-05
175.0,705.0,0.9513999819755554,3.620880306698382e-05
175.0,710.0,0.9513999819755554,4.723620440927334e-05
175.0,1050.0,0.8925999999046326,0.00014692892727907747
175.0,1055.0,0.8925999999046326,9.898617463477422e-06
175.0,1060.0,0.8925999999046326,0.000108419953903649
175.0,1065.0,0.8925999999046326,1.7565160305821337e-05
175.0,1115.0,0.8925999999046326,0.0026361860800534487
175.0,1130.0,0.8925999999046326,0.004400195553898811
175.0,1135.0,0.8925999999046326,0.0003511380054987967
175.0,1140.0,0.8925999999046326,0.00034670194145292044
175.0,1150.0,0.8925999999046326,0.0001251271169167012
175.0,1155.0,0.8925999999046326,1.1458713743195403e-05
175.0,1160.0,0.8925999999046326,0.001352587598375976
175.0,1165.0,0.8925999999046326,8.659141712996643e-06
175.0,1170.0,0.8925999999046326,4.809804886463098e-05
175.0,1175.0,0.8925999999046326,0.00026182137662544847
180.0,635.0,0.9513999819755554,6.834427495050477e-06
180.0,640.0,0.9513999819755554,2.8663245757343248e-05
180.0,645.0,0.9513999819755554,2.106450847350061e-05
180.0,650.0,0.9513999819755554,0.00027687783585861325
180.0,655.0,0.9513999819755554,7.019829354248941e-05
180.0,660.0,0.9513999819755554,0.00023329828400164843
180.0,665.0,0.9513999819755554,1.075161708286032e-05
180.0,670.0,0.9513999819755554,0.002377487951889634
180.0,675.0,0.9513999819755554,1.7520489564049058e-05
180.0,680.0,0.9513999819755554,0.00020392770238686353
180.0,685.0,0.9513999819755554,7.358321909123333e-06
180.0,690.0,0.9513999819755554,1.0875200132431928e-05
180.0,695.0,0.9513999819755554,0.0002403160760877654
180.0,700.0,0.9513999819755554,5.994175353407627e-06
180.0,705.0,0.9513999819755554,1.7338803445454687e-05
180.0,710.0,0.9513999819755554,6.5214971982641146e-06
180.0,1045.0,0.8925999999046326,0.0009876640979200602
180.0,1050.0,0.8925999999046326,3.525971624185331e-05
180.0,1055.0,0.8925999999046326,9.714759653434157e-05
180.0,1060.0,0.8925999999046326,2.1855912564205937e-05
180.0,1125.0,0.8925999999046326,0.00204860744997859
180.0,1130.0,0.8925999999046326,0.002991426270455122
180.0,1135.0,0.8925999999046326,0.0012518852017819881
180.0,1140.0,0.8925999999046326,0.0007342026801779866
180.0,1145.0,0.8925999999046326,0.0002571034710854292
185.0,640.0,0.9513999819755554,0.00023115296789910644
185.0,645.0,0.9513999819755554,0.0010603610426187515
185.0,650.0,0.9513999819755554,3.2661577279213816e-05
185.0,655.0,0.9513999819755554,0.0008241125615313649
185.0,660.0,0.9513999819755554,0.00024332813336513937
185.0,665.0,0.9513999819755554,5.153814345248975e-05
185.0,670.0,0.9513999819755554,0.03177740052342415
185.0,675.0,0.9513999819755554,0.06860747933387756
185.0,680.0,0.9513999819755554,0.02345944195985794
185.0,685.0,0.9513999819755554,0.03393184766173363
185.0,690.0,0.9513999819755554,0.0005512174102477729
185.0,695.0,0.9513999819755554,6.3334878177556675e-06
185.0,700.0,0.9513999819755554,2.7173844046046725e-06
185.0,705.0,0.9513999819755554,1.0204408681602217e-05
185.0,1050.0,0.8925999999046326,0.00013087410479784012
185.0,1055.0,0.8925999999046326,3.846824984066188e-05
185.0,1060.0,0.8925999999046326,2.5599087166483514e-05
185.0,1125.0,0.8925999999046326,0.00037420488661155105
185.0,1140.0,0.8925999999046326,0.006076638586819172
185.0,1145.0,0.8925999999046326,0.008332237601280212
185.0,1150.0,0.8925999999046326,0.005226708948612213
185.0,1155.0,0.8925999999046326,0.0005177053972147405
185.0,1160.0,0.8925999999046326,0.0006207281840033829
185.0,1165.0,0.8925999999046326,0.0008500977419316769
185.0,1170.0,0.8925999999046326,0.0025901603512465954
185.0,1175.0,0.8925999999046326,0.013470355421304703
190.0,640.0,0.9513999819755554,0.0011857195058837533
190.0,645.0,0.9513999819755554,0.00011093728244304657
190.0,650.0,0.9513999819755554,2.1596781152766198e-05
190.0,655.0,0.9513999819755554,0.0002739907067734748
190.0,660.0,0.9513999819755554,0.00014669746451545507
190.0,665.0,0.9513999819755554,4.3119245674461126e-05
190.0,670.0,0.9513999819755554,0.00012349338794592768
190.0,675.0,0.9513999819755554,4.3625586840789765e-05
190.0,680.0,0.9513999819755554,0.006561012007296085
190.0,685.0,0.9513999819755554,0.018798820674419403
190.0,690.0,0.9513999819755554,0.06297653913497925
190.0,695.0,0.9513999819755554,0.021488307043910027
190.0,805.0,0.9513999819755554,1.3830102682113647
190.0,810.0,0.9513999819755554,4.030521869659424
190.0,1125.0,0.8925999999046326,0.002239382825791836
190.0,1130.0,0.8925999999046326,0.00013209688768256456
190.0,1135.0,0.8925999999046326,1.707120827632025e-05
190.0,1140.0,0.8925999999046326,4.3789379560621455e-05
190.0,1145.0,0.8925999999046326,2.3364485969068483e-05
190.0,1150.0,0.8925999999046326,1.3705397577723488e-05
190.0,1155.0,0.8925999999046326,0.00023037072969600558
190.0,1160.0,0.8925999999046326,0.00027097799465991557
190.0,1165.0,0.8925999999046326,0.00024105978081934154
190.0,1170.0,0.8925999999046326,0.00024282699450850487
195.0,665.0,0.9513999819755554,0.0010543693788349628
195.0,670.0,0.9513999819755554,0.00020481974934227765
195.0,675.0,0.9513999819755554,0.0005384364631026983
195.0,680.0,0.9513999819755554,0.0003272291214670986
195.0,695.0,0.9513999819755554,0.0003859239222947508
195.0,700.0,0.9513999819755554,0.0030482264701277018
195.0,705.0,0.9513999819755554,0.017479507252573967
195.0,725.0,0.9513999819755554,0.00022103928495198488
195.0,765.0,0.9513999819755554,2.648827603479731e-06
195.0,1125.0,0.8925999999046326,2.710954868234694e-05
195.0,1130.0,0.8925999999046326,2.2814572730567306e-05
195.0,1135.0,0.8925999999046326,1.3692985703528393e-05
195.0,1140.0,0.8925999999046326,1.420059834345011e-05
195.0,1145.0,0.8925999999046326,1.1536061720107682e-05
195.0,1150.0,0.8925999999046326,1.3382918041315861e-05
195.0,1155.0,0.8925999999046326,2.082559876726009e-05
195.0,1160.0,0.8925999999046326,2.552865589677822e-05
200.0,725.0,0.9513999819755554,4.417179752636002e-06
200.0,730.0,0.9513999819755554,1.9512341168592684e-05
200.0,735.0,0.9513999819755554,7.093644671840593e-05
200.0,740.0,0.9513999819755554,0.00017331413982901722
200.0,745.0,0.9513999819755554,2.1601423213724047e-05
200.0,750.0,0.9513999819755554,0.00034473330015316606
200.0,755.0,0.9513999819755554,3.6648125387728214e-05
200.0,760.0,0.9513999819755554,0.00021555027342401445
200.0,765.0,0.9513999819755554,0.0008304269285872579
200.0,770.0,0.9513999819755554,6.278337968979031e-05
200.0,1055.0,0.8925999999046326,0.000500342168379575
200.0,1060.0,0.8925999999046326,0.0011992143699899316
200.0,1065.0,0.8925999999046326,0.00014987395843490958
200.0,1125.0,0.8925999999046326,0.00015647843247279525
200.0,1130.0,0.8925999999046326,1.6931997379288077e-05
200.0,1135.0,0.8925999999046326,1.7700520402286202e-05
205.0,720.0,0.9513999819755554,0.007320581469684839
205.0,725.0,0.9513999819755554,0.010983369313180447
205.0,730.0,0.9513999819755554,0.008446397259831429
205.0,735.0,0.9513999819755554,0.001393579412251711
205.0,740.0,0.9513999819755554,0.016921797767281532
205.0,745.0,0.9513999819755554,0.021767348051071167
205.0,750.0,0.9513999819755554,0.012347575277090073
205.0,755.0,0.9513999819755554,0.011635754257440567
205.0,760.0,0.9513999819755554,0.0034519596956670284
205.0,765.0,0.9513999819755554,0.009565473534166813
205.0,770.0,0.9513999819755554,0.021978510543704033
205.0,1055.0,0.8925999999046326,0.0004067633708473295
